city,station_name,station_number,variable,bom_statistic_label,number_of_years,start_year,end_year,source_page,source_csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,mean_max_temp_c,Mean maximum temperature (°C) for years 1887 to 2026,101,1887,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,mean_min_temp_c,Mean minimum temperature (°C) for years 1887 to 2026,101,1887,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,days_ge_30,Mean number of days >= 30 °C for years 1887 to 2026,101,1887,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,days_ge_35,Mean number of days >= 35 °C for years 1887 to 2026,101,1887,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,days_ge_40,Mean number of days >= 40 °C for years 1887 to 2026,101,1887,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,mean_rain_mm,Mean rainfall (mm) for years 1839 to 2026,149,1839,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,rain_days,Mean number of days of rain for years 1839 to 2026,149,1839,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,rain_days_ge_1mm,Mean number of days of rain >= 1 mm for years 1839 to 2026,149,1839,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,rain_days_ge_10mm,Mean number of days of rain >= 10 mm for years 1839 to 2026,149,1839,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,rain_days_ge_25mm,Mean number of days of rain >= 25 mm for years 1839 to 2026,149,1839,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,sunshine_hours,Mean daily sunshine (hours) for years 1955 to 1977,23,1955,1977,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,solar_exposure_mj_m2,Mean daily solar exposure (MJ/(m*m)) for years 1990 to 2026,36,1990,2026,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,clear_days,Mean number of clear days for years 1955 to 1977,22,1955,1977,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,cloudy_days,Mean number of cloudy days for years 1955 to 1977,22,1955,1977,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,rh_9am,Mean 9am relative humidity (%) for years 1955 to 1979,24,1955,1979,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,rh_3pm,Mean 3pm relative humidity (%) for years 1955 to 1977,22,1955,1977,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,cloud_9am,Mean 9am cloud cover (okas) for years 1955 to 1979,24,1955,1979,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Adelaide,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),023000,cloud_3pm,Mean 3pm cloud cover (oktas) for years 1955 to 1977,22,1955,1977,https://www.bom.gov.au/climate/averages/tables/cw_023000_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0034_023000.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,mean_max_temp_c,Mean maximum temperature (°C) for years 1882 to 2026,137,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,mean_min_temp_c,Mean minimum temperature (°C) for years 1882 to 2026,143,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,days_ge_30,Mean number of days >= 30 °C for years 1882 to 2026,133,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,days_ge_35,Mean number of days >= 35 °C for years 1882 to 2026,133,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,days_ge_40,Mean number of days >= 40 °C for years 1882 to 2026,133,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,mean_rain_mm,Mean rainfall (mm) for years 1882 to 2026,144,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,rain_days,Mean number of days of rain for years 1882 to 2026,144,1882,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,rain_days_ge_1mm,Mean number of days of rain >= 1 mm for years 1893 to 2026,133,1893,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,rain_days_ge_10mm,Mean number of days of rain >= 10 mm for years 1893 to 2026,133,1893,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,rain_days_ge_25mm,Mean number of days of rain >= 25 mm for years 1893 to 2026,133,1893,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,sunshine_hours,Mean daily sunshine (hours) for years 1944 to 1995,51,1944,1995,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,solar_exposure_mj_m2,Mean daily solar exposure (MJ/(m*m)) for years 2007 to 2026,19,2007,2026,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,clear_days,Mean number of clear days for years 1893 to 2010,105,1893,2010,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,cloudy_days,Mean number of cloudy days for years 1893 to 2010,105,1893,2010,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,rh_9am,Mean 9am relative humidity (%) for years 1893 to 2010,115,1893,2010,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,rh_3pm,Mean 3pm relative humidity (%) for years 1893 to 2010,115,1893,2010,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,cloud_9am,Mean 9am cloud cover (okas) for years 1893 to 2010,111,1893,2010,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Hobart,HOBART (ELLERSLIE ROAD),094029,cloud_3pm,Mean 3pm cloud cover (oktas) for years 1893 to 2010,111,1893,2010,https://www.bom.gov.au/climate/averages/tables/cw_094029_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0033_094029.csv
Darwin,DARWIN AIRPORT,014015,mean_max_temp_c,Mean maximum temperature (°C) for years 1941 to 2026,84,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,mean_min_temp_c,Mean minimum temperature (°C) for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,days_ge_30,Mean number of days >= 30 °C for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,days_ge_35,Mean number of days >= 35 °C for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,days_ge_40,Mean number of days >= 40 °C for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,mean_rain_mm,Mean rainfall (mm) for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,rain_days,Mean number of days of rain for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,rain_days_ge_1mm,Mean number of days of rain >= 1 mm for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,rain_days_ge_10mm,Mean number of days of rain >= 10 mm for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,rain_days_ge_25mm,Mean number of days of rain >= 25 mm for years 1941 to 2026,85,1941,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,sunshine_hours,Mean daily sunshine (hours) for years 1951 to 2025,70,1951,2025,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,solar_exposure_mj_m2,Mean daily solar exposure (MJ/(m*m)) for years 1990 to 2026,36,1990,2026,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,clear_days,Mean number of clear days for years 1954 to 2010,56,1954,2010,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,cloudy_days,Mean number of cloudy days for years 1954 to 2010,56,1954,2010,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,rh_9am,Mean 9am relative humidity (%) for years 1954 to 2010,56,1954,2010,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,rh_3pm,Mean 3pm relative humidity (%) for years 1954 to 2010,56,1954,2010,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,cloud_9am,Mean 9am cloud cover (okas) for years 1954 to 2010,56,1954,2010,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Darwin,DARWIN AIRPORT,014015,cloud_3pm,Mean 3pm cloud cover (oktas) for years 1954 to 2010,56,1954,2010,https://www.bom.gov.au/climate/averages/tables/cw_014015_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0038_014015.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,mean_max_temp_c,Mean maximum temperature (°C) for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,mean_min_temp_c,Mean minimum temperature (°C) for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,days_ge_30,Mean number of days >= 30 °C for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,days_ge_35,Mean number of days >= 35 °C for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,days_ge_40,Mean number of days >= 40 °C for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,mean_rain_mm,Mean rainfall (mm) for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,rain_days,Mean number of days of rain for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,rain_days_ge_1mm,Mean number of days of rain >= 1 mm for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,rain_days_ge_10mm,Mean number of days of rain >= 10 mm for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,rain_days_ge_25mm,Mean number of days of rain >= 25 mm for years 1939 to 2010,72,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,sunshine_hours,Mean daily sunshine (hours) for years 1978 to 2010,32,1978,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,solar_exposure_mj_m2,Mean daily solar exposure (MJ/(m*m)) for years 1990 to 2026,36,1990,2026,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,clear_days,Mean number of clear days for years 1939 to 2010,70,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,cloudy_days,Mean number of cloudy days for years 1939 to 2010,70,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,rh_9am,Mean 9am relative humidity (%) for years 1939 to 2010,60,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,rh_3pm,Mean 3pm relative humidity (%) for years 1939 to 2010,60,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,cloud_9am,Mean 9am cloud cover (okas) for years 1939 to 2010,71,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
Canberra,CANBERRA AIRPORT COMPARISON,070014,cloud_3pm,Mean 3pm cloud cover (oktas) for years 1939 to 2010,71,1939,2010,https://www.bom.gov.au/climate/averages/tables/cw_070014_All.shtml,http://www.bom.gov.au/clim_data/cdio/tables/text/IDCJCM0037_070014.csv
